thmatic_area_code;source_target;source_target_subtheme;source_target_content;impact_target;impact_target_subtheme;impact_target_content;impact_type;impact_weight;justification
TA6	;TA6.49;Terrestrial Ecosystems Restoration - Forests;(forest ecosystems) Member States shall achieve an increasing trend at national level of the common forest bird index;TA5.25;Food quality - Animal Welfare;Animal welfare: Promote better animal welfare to improve animal health and food quality.;+;1;The increase in the common forest bird index will support animal welfare, as it will promote sustainable and resilient food systems, thus reducing the impact of pollution and climate change on animal health.
TA6	;TA6.13;Terrestrial Ecosystems Restoration - Rivers;11. At least 25.000 km of free-flowing rivers are restored;TA5.13;Waste Reduction - Food Waste;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels* *See also Directive (EU) 2018/851 on waste with a target on food waste reduction of 30% by 2025;+;1;The restoration of free-flowing rivers will support the reduction of food waste, as it will promote sustainable and resilient food systems, thus reducing the environmental impact of food production and consumption.
TA6	;TA6.39;Terrestrial Ecosystems Restoration - Rivers;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters;TA5.23;Social Security - Workers Protection;Employment and working conditions: Create new job opportunities. Improve working conditions, ensure occupation health and safety.;+;1;The restoration of natural connectivity will support employment and working conditions, as it will promote sustainable and resilient food systems, thus creating new job opportunities and improving working conditions.
TA6	;TA6.1;Biodiversity Protection & Conservation;1.a Legally protect a minimum of 30% of the EU‚Äôs land area;TA3.3;Circularity/Recycling;Double EU‚Äôs circular material use rate in the coming decade;+;2;The implementation of TA6.1 could reinforce the achievement of TA3.3 by ensuring that a significant portion of the EU's land area is protected, which could lead to the preservation of natural resources and the promotion of sustainable land use practices, ultimately contributing to the increase of the circular material use rate.
TA6	;TA6.1;Biodiversity Protection & Conservation;1.a Legally protect a minimum of 30% of the EU‚Äôs land area;TA3.8;Critical Raw Materials - Extraction & Import;By 2030, Union extraction capacity should be able of extracting the ores, minerals or concentrates needed to produce at least 10% of the Union‚Äôs annual consumption of strategic raw materials;+;1;The implementation of TA6.1 could enable the extraction of strategic raw materials by protecting areas with potential mineral deposits, thus supporting the increase of the Union's extraction capacity.
TA6	;TA6.1;Biodiversity Protection & Conservation;1.a Legally protect a minimum of 30% of the EU‚Äôs land area;TA3.9;Critical Raw Materials - Extraction & Import;By 2030, Union processing capacity, including for all intermediate processing steps, should be able of producing at least 40% of the Union‚Äôs annual consumption of strategic raw materials;+;1;The implementation of TA6.1 could support the development of processing capacities for strategic raw materials by protecting areas with potential for processing and recycling, thus contributing to the increase of the Union's processing capacity.
TA6	;TA6.14;Biodiversity Protection & Conservation;12. There is a 50% reduction in the number of Red List species threatened by Invasive Alien Species (IAS);TA3.20;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;2;The implementation of TA6.14 could reinforce the achievement of TA3.20 by reducing the number of threatened species, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency.
TA6	;TA6.14;Biodiversity Protection & Conservation;12. There is a 50% reduction in the number of Red List species threatened by Invasive Alien Species (IAS);TA3.21;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Recycling shall achieve at least the following targets for recycling efficiency:- No later than 31 December 2025, 65% by average weight of lithium-based batteries- No later than 31 December 2030, 70% by average weight of lithium-based batteries.;+;2;The implementation of TA6.14 could reinforce the achievement of TA3.21 by reducing the number of threatened species, which could lead to the preservation of biodiversity and the promotion of sustainable waste management practices, ultimately contributing to the increase of recycling efficiency of lithium-based batteries.
TA6	;TA6.3;Biodiversity Protection & Conservation;2.a Strictly protect at least a third of the EU'S protected areas;TA3.30;Circularity/Recycling - Municipal Waste;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040 Proposal on packaging and packaging waste;+;1;The implementation of TA6.3 could support the reduction of packaging waste by protecting areas with potential for sustainable packaging practices, thus contributing to the decrease of packaging waste generation.
TA6	;TA6.8;Biodiversity Protection & Conservation;5. The decline of pollinators is reversed;TA3.33;Circularity/Recycling - Municipal Waste;Member States shall take the necessary measures to attain a recycling target of 25% of wood by weight of wood contained in packaging waste generated by 31 December 2025 and of 30% by 31 December 2030. Proposal on packaging and packaging waste;+;1;The implementation of TA6.8 could support the increase of wood recycling by promoting sustainable forestry practices, which could lead to an increase in wood availability for recycling, thus contributing to the attainment of the recycling target.
TA6	;TA6.33;Biodiversity Protection & Conservation;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats of the species listed in Annexes II, IV and V;TA3.1;Waste Reduction - Municipal Waste;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA6.33 could reinforce the achievement of TA3.1 by restoring ecosystems and promoting sustainable waste management practices, ultimately contributing to the reduction of residual municipal waste.
